id,trial,package,variety_a,variety_b,variety_c,lon,lat,pdate,hdate,village,district,gender,age,overall_best,overall_worst,yield_best,yield_worst,ovl_variety_a,ovl_variety_b,ovl_variety_c,tmaturity,trial_id2,trial_name
785,epmfrijolyoro2017,paquete_epmfrijolyoro2017_062,EAP 9510-77,MIB 397-72,EAP 9508-93,-87.28742152103268,15.053008375299884,2017-09-11,2017-11-30,Santa marta,Yorito Yoro,M,NA,C,B,C,B,Better,Better,Better,80,epmfrijolyoro2017,HND_10_2017
786,epmfrijolyoro2017,paquete_epmfrijolyoro2017_063,IBC 302-29,SJC 730-79,Rosado,-87.34097987064206,15.078204073702524,2017-09-12,2017-11-30,Santa cruz,Yorito Yoro,M,NA,C,B,C,B,Better,Better,Better,79,epmfrijolyoro2017,HND_10_2017
787,epmfrijolyoro2017,paquete_epmfrijolyoro2017_067,MIB 397-72,SJC 730-79,EAP 9510-77,-87.27231531986081,14.897790409229838,2017-08-23,2017-11-30,Los rincones,Sulaco Yoro,M,NA,A,C,A,C,Better,Better,Better,99,epmfrijolyoro2017,HND_10_2017
788,epmfrijolyoro2017,paquete_epmfrijolyoro2017_070,703-SM 15216-11-4-VB ,EAP 9508-93,SJC 730-79,-87.11850672611081,15.124112239958883,2017-09-15,2017-12-01,Plan grande,Yoro,M,NA,A,C,A,C,Better,Better,Better,77,epmfrijolyoro2017,HND_10_2017
789,epmfrijolyoro2017,paquete_epmfrijolyoro2017_071,SX 14825-7-1,EAP 9510-77,IBC 302-29,-87.49616175540768,15.04372499810293,2017-09-01,2017-11-30,El zapote,Victoria Yoro,M,NA,A,B,A,B,Better,Better,Better,90,epmfrijolyoro2017,HND_10_2017
790,epmfrijolyoro2017,paquete_epmfrijolyoro2017_072,IBC 308-24,Rosado,MIB 397-72,-87.47556239017331,15.01719883634802,2017-09-01,2017-12-01,El mango,Victoria Yoro,M,NA,B,A,B,A,Better,Better,Better,91,epmfrijolyoro2017,HND_10_2017
791,epmfrijolyoro2017,paquete_epmfrijolyoro2017_074,IBC 302-29,SJC 730-79,Rosado,-87.44809656986081,15.01454603886113,2017-09-01,2017-12-01,El zapote,Victoria Yoro,M,NA,C,A,C,A,Better,Better,Better,91,epmfrijolyoro2017,HND_10_2017
792,epmfrijolyoro2017,paquete_epmfrijolyoro2017_075,MIB 397-72,703-SM 15216-11-4-VB ,EAP 9508-93,-87.41239100345456,14.94821540842186,2017-09-01,2017-12-01,El mango,Victoria Yoro,M,NA,C,B,C,B,Better,Better,Better,91,epmfrijolyoro2017,HND_10_2017
793,epmfrijolyoro2017,paquete_epmfrijolyoro2017_076,SX 14825-7-1,IBC 308-24,MIB 397-72,-87.41239100345456,14.980056675494575,2017-09-01,2017-12-01,EL zapote,Victoria Yoro,M,NA,B,C,B,C,Better,Better,Better,91,epmfrijolyoro2017,HND_10_2017
794,epmfrijolyoro2017,paquete_epmfrijolyoro2017_077,EAP 9510-77,EAP 9508-93,Rosado,-87.38492518314206,14.9455617560916,2017-09-01,2017-12-01,El mango,Victoria Yoro,M,NA,A,C,A,C,Better,Better,Better,91,epmfrijolyoro2017,HND_10_2017
795,epmfrijolyoro2017,paquete_epmfrijolyoro2017_078,SJC 730-79,IBC 302-29,SX 14825-7-1,-87.40964442142331,14.96413663315488,2017-09-01,2017-12-01,El zapote,Victoria Yoro,M,NA,A,C,A,C,Better,Better,Better,91,epmfrijolyoro2017,HND_10_2017
796,epmfrijolyoro2017,paquete_epmfrijolyoro2017_079,EAP 9508-93,IBC 302-29,IBC 308-24,-87.43711024173581,14.95484939568104,2017-09-01,2017-12-01,EL zapote,Victoria Yoro,M,NA,B,A,B,A,Better,Better,Worse,91,epmfrijolyoro2017,HND_10_2017
797,epmfrijolyoro2017,paquete_epmfrijolyoro2017_080,MIB 397-72,EAP 9510-77,SJC 730-79,-87.3759987915405,15.214076639576309,2017-10-10,2018-01-10,Mataderos,Yoro,M,NA,C,B,C,B,Better,Better,Better,92,epmfrijolyoro2017,HND_10_2017
798,epmfrijolyoro2017,paquete_epmfrijolyoro2017_081,Rosado,SX 14825-7-1,703-SM 15216-11-4-VB ,-87.25034266361081,14.911061292262364,2017-08-10,2017-11-30,cedron,Sulaco Yoro,F,NA,B,A,B,A,Better,Better,Better,112,epmfrijolyoro2017,HND_10_2017
799,epmfrijolyoro2017,paquete_epmfrijolyoro2017_082,SJC 730-79,703-SM 15216-11-4-VB ,EAP 9508-93,-87.46182948001706,15.022504332466864,2017-09-01,2017-11-30,El mango,Victoria Yoro,M,NA,C,B,C,B,Better,Better,Better,90,epmfrijolyoro2017,HND_10_2017
800,epmfrijolyoro2017,paquete_epmfrijolyoro2017_083,IBC 302-29,MIB 397-72,EAP 9510-77,-87.17343836673581,15.102070929614284,2017-09-15,2017-12-02,19 de marzo ayapa,Yoro,M,NA,C,B,C,B,Better,Better,Better,78,epmfrijolyoro2017,HND_10_2017
801,epmfrijolyoro2017,paquete_epmfrijolyoro2017_084,Rosado,IBC 308-24,SX 14825-7-1,-87.31351405032956,15.056986841711248,2017-09-12,2017-11-30,Santa cruz,Yorito Yoro,M,NA,A,C,A,C,Better,Better,Better,79,epmfrijolyoro2017,HND_10_2017
802,epmfrijolyoro2017,paquete_epmfrijolyoro2017_085,IBC 308-24,EAP 9510-77,703-SM 15216-11-4-VB ,-87.22974329837643,15.094115608854604,2017-09-15,2017-11-30,las delicias de aguan Ayapa,Yoro,M,NA,C,B,C,B,Better,Better,Better,76,epmfrijolyoro2017,HND_10_2017
803,epmfrijolyoro2017,paquete_epmfrijolyoro2017_088,EAP 9510-77,EAP 9508-93,Rosado,-87.16794520267331,15.110025952306772,2017-09-15,2017-12-01,Las delicias de aguan ayapa,Yoro,M,NA,A,B,A,B,Better,Better,Better,77,epmfrijolyoro2017,HND_10_2017
804,epmfrijolyoro2017,paquete_epmfrijolyoro2017_089,703-SM 15216-11-4-VB ,MIB 397-72,SX 14825-7-1,-87.46182948001706,14.980056675494575,2017-09-01,2017-11-30,El mango,Victoria Yoro,F,NA,B,A,B,A,Better,Better,Better,90,epmfrijolyoro2017,HND_10_2017
805,epmfrijolyoro2017,paquete_epmfrijolyoro2017_090,IBC 308-24,SJC 730-79,IBC 302-29,-87.27506190189206,14.913715370674536,2017-08-16,2017-11-15,Los rincones,Sulaco Yoro,M,NA,B,C,B,C,Better,Better,Better,91,epmfrijolyoro2017,HND_10_2017
806,epmfrijolyoro2017,paquete_epmfrijolyoro2017_091,EAP 9508-93,IBC 302-29,IBC 308-24,-87.42887049564206,14.97209680219523,2017-09-01,2017-11-30,La pena,Victoria Yoro,F,NA,B,C,B,C,Better,Better,Better,90,epmfrijolyoro2017,HND_10_2017
807,epmfrijolyoro2017,paquete_epmfrijolyoro2017_092,Rosado,SJC 730-79,EAP 9510-77,-87.29703455814206,15.05963911136701,2017-09-25,2017-11-30,Jalapa,Yorito Yoro,F,NA,C,B,C,B,Better,Better,Better,66,epmfrijolyoro2017,HND_10_2017
808,epmfrijolyoro2017,paquete_epmfrijolyoro2017_093,MIB 397-72,SX 14825-7-1,703-SM 15216-11-4-VB ,-87.46732264407956,15.022504332466864,2017-09-01,2017-11-30,El mango,Victoria Yoro,F,NA,C,B,C,B,Better,Better,Better,90,epmfrijolyoro2017,HND_10_2017
809,epmfrijolyoro2017,paquete_epmfrijolyoro2017_095,SX 14825-7-1,Rosado,IBC 308-24,-87.37668543704831,15.216726942865897,2017-10-01,2018-01-09,Mataderos,Yoro,M,NA,B,C,NA,NA,Better,Better,Better,100,epmfrijolyoro2017,HND_10_2017
810,epmfrijolyoro2017,paquete_epmfrijolyoro2017_096,SJC 730-79,MIB 397-72,EAP 9508-93,-87.28604823001706,14.905753037227822,2017-08-15,2017-11-30,Los rincones,Sulaco Yoro,M,NA,C,A,C,A,Better,Better,Better,107,epmfrijolyoro2017,HND_10_2017
811,epmfrijolyoro2017,paquete_epmfrijolyoro2017_098,IBC 302-29,SX 14825-7-1,Rosado,-87.44946986087643,15.043724998102904,2017-09-01,2017-11-30,El zapote,Victoria Yoro,M,NA,A,C,A,C,Better,Better,Better,90,epmfrijolyoro2017,HND_10_2017
812,epmfrijolyoro2017,paquete_epmfrijolyoro2017_099,EAP 9508-93,703-SM 15216-11-4-VB ,SJC 730-79,-87.47418909915768,15.015872441722973,2017-09-01,2017-11-30,El zapote,Victoria Yoro,M,NA,C,A,C,A,Better,Better,Better,90,epmfrijolyoro2017,HND_10_2017
813,epmfrijolyoro2017,paquete_epmfrijolyoro2017_100,SX 14825-7-1,EAP 9510-77,EAP 9508-93,-87.34921961673581,15.06494355157044,2017-09-20,2017-12-15,Santa cruz,Yorito Yoro,M,NA,C,B,C,B,Better,Better,Better,86,epmfrijolyoro2017,HND_10_2017
814,epmfrijolyoro2017,paquete_epmfrijolyoro2017_101,Rosado,MIB 397-72,703-SM 15216-11-4-VB ,-87.47418909915768,15.022504332466864,2017-09-01,2017-12-15,El zapote,Victoria Yoro,M,NA,B,C,B,C,Better,Better,Better,105,epmfrijolyoro2017,HND_10_2017
815,epmfrijolyoro2017,paquete_epmfrijolyoro2017_102,IBC 308-24,SJC 730-79,IBC 302-29,-87.34921961673581,15.102070929614284,2017-10-10,2017-12-20,Santa marta,Yorito Yoro,M,NA,B,A,B,A,Better,Better,Better,71,epmfrijolyoro2017,HND_10_2017
816,epmfrijolyoro2017,paquete_epmfrijolyoro2017_103,SJC 730-79,Rosado,EAP 9510-77,-87.26132899173581,14.932293002437175,2017-08-25,2017-11-25,Los rincones,Sulaco Yoro,M,NA,B,C,B,C,Better,Better,Better,92,epmfrijolyoro2017,HND_10_2017
817,epmfrijolyoro2017,paquete_epmfrijolyoro2017_105,703-SM 15216-11-4-VB ,EAP 9508-93,IBC 302-29,-87.36844569095456,15.088811896158822,2017-09-15,2018-01-10,Santa Marta,Yorito yoro,M,NA,C,B,C,B,Better,Worse,Better,117,epmfrijolyoro2017,HND_10_2017
818,epmfrijolyoro2017,paquete_epmfrijolyoro2017_106,EAP 9508-93,IBC 308-24,Rosado,-87.28055506595456,15.125935102921524,2017-09-15,2017-12-15,Las lomitas,Yoro,M,NA,B,C,NA,NA,Better,Better,Worse,91,epmfrijolyoro2017,HND_10_2017
819,epmfrijolyoro2017,paquete_epmfrijolyoro2017_107,MIB 397-72,SX 14825-7-1,SJC 730-79,-87.32038050540768,15.091463769055474,2017-10-10,2018-01-10,Santa marta,Yorito Yoro,F,NA,A,C,A,C,Better,Better,Better,92,epmfrijolyoro2017,HND_10_2017
820,epmfrijolyoro2017,paquete_epmfrijolyoro2017_108,EAP 9510-77,IBC 302-29,IBC 308-24,-87.27918177493893,15.108700135896502,2017-09-15,2017-12-01,Las Lomitas,Yoro,F,NA,A,B,A,B,Better,Better,Better,77,epmfrijolyoro2017,HND_10_2017
821,epmfrijolyoro2017,paquete_epmfrijolyoro2017_109,IBC 308-24,EAP 9510-77,MIB 397-72,-87.28879481204831,15.112677560275875,2017-09-01,2017-12-01,Las lomitas,Yoro,M,NA,C,A,C,A,Better,Better,Better,91,epmfrijolyoro2017,HND_10_2017
822,epmfrijolyoro2017,paquete_epmfrijolyoro2017_112,Rosado,MIB 397-72,703-SM 15216-11-4-VB ,-87.27506190189206,15.112677560275875,2017-09-15,2017-12-01,Las lomitas,Yoro,M,NA,C,B,C,B,Better,Better,Better,77,epmfrijolyoro2017,HND_10_2017
823,epmfrijolyoro2017,paquete_epmfrijolyoro2017_114,SX 14825-7-1,IBC 302-29,EAP 9508-93,-87.35745936282956,15.05433453902648,2017-10-10,2018-01-10,santa marta,Yorito Yoro,M,NA,B,C,B,C,Better,Better,Better,92,epmfrijolyoro2017,HND_10_2017
824,epmfrijolyoro2017,paquete_epmfrijolyoro2017_115,EAP 9510-77,703-SM 15216-11-4-VB ,SX 14825-7-1,-87.37119227298581,15.06494355157044,2017-10-10,2018-01-10,santa marta,Yorito Yoro,M,NA,C,B,C,B,Better,Better,Better,92,epmfrijolyoro2017,HND_10_2017
825,epmfrijolyoro2017,paquete_epmfrijolyoro2017_116,EAP 9508-93,IBC 302-29,MIB 397-72,-87.29154139407956,15.112677560275875,2017-09-15,2017-12-09,Las lomitas,Yoro,M,NA,A,C,A,C,Better,Better,Better,85,epmfrijolyoro2017,HND_10_2017
826,epmfrijolyoro2017,paquete_epmfrijolyoro2017_117,Rosado,SJC 730-79,IBC 308-24,-87.36295252689206,15.094115608854604,2017-10-10,2018-01-10,Santa marta,Yorito Yoro,F,NA,A,C,A,C,Better,Better,Better,92,epmfrijolyoro2017,HND_10_2017
827,epmfrijolyoro2017,paquete_epmfrijolyoro2017_118,MIB 397-72,SX 14825-7-1,SJC 730-79,-87.29154139407956,15.102070929614284,2017-09-15,2017-12-20,Las lomitas,Yorito,M,NA,C,B,C,B,Better,Better,Better,96,epmfrijolyoro2017,HND_10_2017
828,epmfrijolyoro2017,paquete_epmfrijolyoro2017_119,IBC 302-29,IBC 308-24,703-SM 15216-11-4-VB ,-87.34097987064206,15.068921794982682,2017-10-10,2017-12-30,Santa marta,Yorito Yoro,M,NA,C,B,C,B,Better,Better,Better,81,epmfrijolyoro2017,HND_10_2017
829,epmfrijolyoro2017,paquete_epmfrijolyoro2017_121,IBC 308-24,SX 14825-7-1,EAP 9510-77,-87.30252772220456,15.107374311203303,2017-09-15,2017-12-20,Las lomitas,Yoro,M,NA,A,C,A,C,Better,Better,Better,96,epmfrijolyoro2017,HND_10_2017
830,epmfrijolyoro2017,paquete_epmfrijolyoro2017_122,SJC 730-79,Rosado,EAP 9508-93,-87.28604823001706,15.107374311203303,2017-09-15,2017-12-20,Las lomitas,Yoro,M,NA,C,B,C,B,Better,Better,Better,96,epmfrijolyoro2017,HND_10_2017
831,epmfrijolyoro2017,paquete_epmfrijolyoro2017_124,Rosado,EAP 9510-77,MIB 397-72,-87.36295252689206,15.094115608854604,2017-10-12,2018-01-10,Santa marta,Yorito Yoro,M,NA,A,C,A,C,Better,Better,Better,90,epmfrijolyoro2017,HND_10_2017
832,epmfrijolyoro2017,paquete_epmfrijolyoro2017_125,SX 14825-7-1,EAP 9508-93,IBC 302-29,-87.33685999759518,15.067595722107573,2017-10-10,2018-01-10,Santa marta,Yorito Yoro,F,NA,C,B,C,B,Better,Better,Better,92,epmfrijolyoro2017,HND_10_2017
833,epmfrijolyoro2017,paquete_epmfrijolyoro2017_128,IBC 302-29,IBC 308-24,Rosado,-87.37393885501706,15.067595722107573,2017-10-06,2018-01-10,Santa marta,Yorito,M,NA,B,A,B,A,Better,Better,Better,96,epmfrijolyoro2017,HND_10_2017
834,epmfrijolyoro2017,paquete_epmfrijolyoro2017_129,EAP 9508-93,SJC 730-79,MIB 397-72,-87.26407557376706,15.117980676789903,2017-09-15,2017-12-30,Las lomitas,Yoro,M,NA,A,B,A,B,Better,Better,Better,106,epmfrijolyoro2017,HND_10_2017
835,epmfrijolyoro2017,paquete_epmfrijolyoro2017_130,MIB 397-72,SJC 730-79,SX 14825-7-1,-87.34921961673581,15.088811896158822,2017-10-05,2018-01-10,Santa marta,Yorito Yoro,F,NA,C,A,C,A,Better,Better,Worse,97,epmfrijolyoro2017,HND_10_2017
836,epmfrijolyoro2017,paquete_epmfrijolyoro2017_131,IBC 308-24,EAP 9510-77,EAP 9508-93,-87.27368861087643,15.114003351833396,2017-09-15,2017-12-30,Las lomitas,Yoro,M,NA,C,A,C,A,Better,Better,Worse,106,epmfrijolyoro2017,HND_10_2017
837,epmfrijolyoro2017,paquete_epmfrijolyoro2017_132,SX 14825-7-1,IBC 302-29,Rosado,-87.39316492923581,15.086159990169932,2017-09-15,2017-12-30,Santa marta,Yorito Yoro,F,NA,B,C,B,C,Better,Better,Worse,106,epmfrijolyoro2017,HND_10_2017
838,epmfrijolyoro2017,paquete_epmfrijolyoro2017_133,EAP 9508-93,Rosado,703-SM 15216-11-4-VB ,-87.40140467532956,15.07024785959462,2017-09-23,2017-12-30,Santa marta,Yorito Yoro,F,NA,A,B,A,B,Better,Better,Better,98,epmfrijolyoro2017,HND_10_2017
839,epmfrijolyoro2017,paquete_epmfrijolyoro2017_134,EAP 9510-77,IBC 302-29,SJC 730-79,-87.37393885501706,15.102070929614284,2017-09-20,2017-12-30,Santa marta,Yorito Yoro,M,NA,C,B,C,B,Better,Worse,Better,101,epmfrijolyoro2017,HND_10_2017
840,epmfrijolyoro2017,paquete_epmfrijolyoro2017_135,Rosado,MIB 397-72,IBC 308-24,-87.27506190189206,15.128586511973818,2017-09-15,2017-12-30,Las lomitas,Yoro,M,NA,B,C,B,C,Better,Better,Better,106,epmfrijolyoro2017,HND_10_2017
841,epmfrijolyoro2017,paquete_epmfrijolyoro2017_136,IBC 302-29,703-SM 15216-11-4-VB ,MIB 397-72,-87.27506190189206,15.102070929614284,2017-09-15,2017-12-30,Las lomitas,Yoro,M,NA,C,B,C,B,Better,Better,Better,106,epmfrijolyoro2017,HND_10_2017
842,epmfrijolyoro2017,paquete_epmfrijolyoro2017_137,IBC 308-24,SX 14825-7-1,EAP 9508-93,-87.35883265384518,15.078204073702524,2017-09-23,2017-12-30,Santa marta,Yorito Yoro,F,NA,B,A,B,A,Better,Better,Better,98,epmfrijolyoro2017,HND_10_2017
843,epmfrijolyoro2017,paquete_epmfrijolyoro2017_138,SJC 730-79,703-SM 15216-11-4-VB ,EAP 9510-77,-87.27643519290768,15.11135176043345,2017-09-15,2017-12-30,Las lomitas,Yoro,F,NA,B,C,B,C,Better,Better,Better,106,epmfrijolyoro2017,HND_10_2017
844,epmfrijolyoro2017,paquete_epmfrijolyoro2017_142,EAP 9510-77,EAP 9508-93,IBC 308-24,-87.34097987064206,15.115329135105338,2017-09-15,2017-12-30,Plan grande,Yorito,M,NA,C,A,C,A,Better,Better,Better,106,epmfrijolyoro2017,HND_10_2017
845,epmfrijolyoro2017,paquete_epmfrijolyoro2017_144,EAP 9508-93,Rosado,703-SM 15216-11-4-VB ,-87.37119227298581,15.075552035397358,2017-09-22,2018-01-10,Santa marta,YoritoYoro,M,NA,C,B,C,B,Better,Better,Better,110,epmfrijolyoro2017,HND_10_2017
846,epmfrijolyoro2017,paquete_epmfrijolyoro2017_145,SX 14825-7-1,MIB 397-72,IBC 302-29,-87.34097987064206,15.080856078936524,2017-09-15,2017-12-30,Santa cruz,Yorito Yoro,M,NA,C,A,C,A,Better,Better,Better,106,epmfrijolyoro2017,HND_10_2017
847,epmfrijolyoro2017,paquete_epmfrijolyoro2017_147,MIB 397-72,703-SM 15216-11-4-VB ,EAP 9510-77,-87.38767176517331,15.0622913479885,2017-09-22,2017-12-30,Santa marta,Yorito,M,NA,A,C,A,C,Better,Better,Better,99,epmfrijolyoro2017,HND_10_2017
848,epmfrijolyoro2017,paquete_epmfrijolyoro2017_148,EAP 9508-93,IBC 302-29,Rosado,-87.32450037845456,15.079530080453749,2017-09-22,2017-12-30,Plan grande,Yorito,M,NA,B,A,B,A,Better,Better,Better,99,epmfrijolyoro2017,HND_10_2017
849,epmfrijolyoro2017,paquete_epmfrijolyoro2017_149,IBC 308-24,SX 14825-7-1,703-SM 15216-11-4-VB ,-87.34372645267331,15.112677560275875,2017-09-22,2017-12-30,Santa marta,Yorito Yoro,M,NA,B,C,B,C,Better,Better,Better,99,epmfrijolyoro2017,HND_10_2017
850,epmfrijolyoro2017,paquete_epmfrijolyoro2017_150,SJC 730-79,EAP 9510-77,IBC 302-29,-87.33274012454831,15.094115608854604,2017-09-22,2017-12-30,Santa marta,Yorito Yoro,M,NA,C,A,C,A,Better,Better,Better,99,epmfrijolyoro2017,HND_10_2017
851,epmfrijolyoro2017,paquete_epmfrijolyoro2017_151,IBC 308-24,SJC 730-79,MIB 397-72,-87.26956873782956,15.107374311203303,2017-09-15,2017-12-30,Las lomitas,Yoro,M,NA,C,B,C,B,Better,Better,Better,106,epmfrijolyoro2017,HND_10_2017
852,epmfrijolyoro2017,paquete_epmfrijolyoro2017_156,MIB 397-72,Rosado,SX 14825-7-1,-87.43161707767331,14.985363093323144,2017-09-01,2017-12-30,La pena,Victoria Yoro,M,NA,C,B,C,B,Better,Better,Better,120,epmfrijolyoro2017,HND_10_2017
853,epmfrijolyoro2017,paquete_epmfrijolyoro2017_157,IBC 302-29,Rosado,IBC 308-24,-87.15283900150143,15.104722636970711,2017-09-15,2017-12-30,19 marzo Ayapa,Yoro,M,NA,B,A,B,A,Better,Better,Better,106,epmfrijolyoro2017,HND_10_2017
854,epmfrijolyoro2017,paquete_epmfrijolyoro2017_158,EAP 9510-77,MIB 397-72,703-SM 15216-11-4-VB ,-87.18305140384518,15.108700135896502,2017-09-15,2017-12-30,19 de marzo Ayapa,Yoro,M,NA,B,C,B,C,Better,Better,Better,106,epmfrijolyoro2017,HND_10_2017
855,epmfrijolyoro2017,paquete_epmfrijolyoro2017_161,SX 14825-7-1,SJC 730-79,Rosado,-87.43985682376706,14.998628562287989,2017-09-01,2017-12-23,El zapote,Victoria yoro,F,NA,C,A,C,A,Better,Better,Better,113,epmfrijolyoro2017,HND_10_2017
856,epmfrijolyoro2017,paquete_epmfrijolyoro2017_162,SJC 730-79,IBC 308-24,MIB 397-72,-87.28192835697018,15.056986841711248,2017-09-15,2017-12-30,Jalapa,Yorito Yoro,M,NA,A,C,A,C,Better,Better,Better,106,epmfrijolyoro2017,HND_10_2017
857,epmfrijolyoro2017,paquete_epmfrijolyoro2017_163,EAP 9508-93,SX 14825-7-1,EAP 9510-77,-87.42063074954831,14.986689677227858,2017-09-01,2017-12-29,El mango,Victoria Yoro,F,NA,C,B,C,B,Better,Better,Better,119,epmfrijolyoro2017,HND_10_2017
858,epmfrijolyoro2017,paquete_epmfrijolyoro2017_164,MIB 397-72,EAP 9508-93,IBC 302-29,-87.43711024173581,14.97209680219523,2017-09-01,2017-12-29,El mango,Victoria Yoro,F,NA,A,C,A,C,Better,Better,Better,119,epmfrijolyoro2017,HND_10_2017
859,epmfrijolyoro2017,paquete_epmfrijolyoro2017_165,Rosado,EAP 9510-77,IBC 308-24,-87.27231531986081,15.0622913479885,2017-09-22,2017-12-29,Jalapa,Yorito Yoro,M,NA,B,A,B,A,Better,Better,Better,98,epmfrijolyoro2017,HND_10_2017
860,epmfrijolyoro2017,paquete_epmfrijolyoro2017_166,703-SM 15216-11-4-VB ,IBC 302-29,SJC 730-79,-87.12674647220456,15.13256356335461,2017-09-15,2017-12-22,Plan grande,Yoro,F,NA,A,C,A,C,Better,NA,NA,98,epmfrijolyoro2017,HND_10_2017
861,epmfrijolyoro2017,paquete_epmfrijolyoro2017_167,IBC 308-24,703-SM 15216-11-4-VB ,SX 14825-7-1,-87.45358973392331,15.025157031088272,2017-09-01,2017-11-24,Pueblo nuevo,Victoria Yoro,M,NA,B,A,B,A,Better,Better,Better,84,epmfrijolyoro2017,HND_10_2017
862,epmfrijolyoro2017,paquete_epmfrijolyoro2017_168,IBC 302-29,Rosado,EAP 9508-93,-87.34372645267331,15.283636035788916,2017-09-01,2017-11-24,Ocotal caido Locomapa,Yoro,M,NA,B,A,B,A,Worse,Better,Better,84,epmfrijolyoro2017,HND_10_2017
863,epmfrijolyoro2017,paquete_epmfrijolyoro2017_169,EAP 9510-77,MIB 397-72,Rosado,-87.29428797611081,15.23594064413392,2017-09-01,2017-11-30,El convento Locomapa,Yoro,M,NA,B,C,B,C,Better,Better,Better,90,epmfrijolyoro2017,HND_10_2017
864,epmfrijolyoro2017,paquete_epmfrijolyoro2017_170,EAP 9508-93,MIB 397-72,703-SM 15216-11-4-VB ,-87.43711024173581,15.0304623294287,2017-09-01,2017-11-25,El zapote,Victoria Yoro,M,NA,B,A,B,A,Better,Better,Better,85,epmfrijolyoro2017,HND_10_2017
865,epmfrijolyoro2017,paquete_epmfrijolyoro2017_171,IBC 308-24,SJC 730-79,IBC 302-29,-87.28879481204831,15.242565651597156,2017-09-15,2017-12-20,La concepcion locomapa,Yoro,F,NA,B,C,B,A,Better,Better,Better,96,epmfrijolyoro2017,HND_10_2017
866,epmfrijolyoro2017,paquete_epmfrijolyoro2017_172,SX 14825-7-1,Rosado,SJC 730-79,-87.26407557376706,14.946888586357971,2017-09-14,2017-12-22,El izote,Sulaco,M,NA,A,C,A,C,Better,Better,Better,99,epmfrijolyoro2017,HND_10_2017
867,epmfrijolyoro2017,paquete_epmfrijolyoro2017_173,SX 14825-7-1,IBC 308-24,MIB 397-72,-87.28604823001706,14.930966081987185,2017-09-15,2017-12-22,San antonio,Sulaco Yoro,M,NA,B,A,B,A,Better,Better,Better,98,epmfrijolyoro2017,HND_10_2017
868,epmfrijolyoro2017,paquete_epmfrijolyoro2017_174,SJC 730-79,EAP 9510-77,EAP 9508-93,-87.30252772220456,15.22136489338063,2017-09-01,2017-12-14,La puerta,Yoro,M,NA,C,A,C,A,Better,Better,Better,104,epmfrijolyoro2017,HND_10_2017
869,epmfrijolyoro2017,paquete_epmfrijolyoro2017_175,703-SM 15216-11-4-VB ,EAP 9508-93,SX 14825-7-1,-87.27780848392331,14.940254353014607,2017-09-14,2017-12-29,San antonio,Sulaco Yoro,M,NA,B,C,B,C,Better,Better,Better,106,epmfrijolyoro2017,HND_10_2017
870,epmfrijolyoro2017,paquete_epmfrijolyoro2017_176,Rosado,IBC 308-24,EAP 9510-77,-87.33823328861081,15.056986841711248,2017-09-08,2017-12-22,Vallecillo,Yorito Yoro,M,NA,A,C,A,C,Better,Better,Better,105,epmfrijolyoro2017,HND_10_2017
871,epmfrijolyoro2017,paquete_epmfrijolyoro2017_178,MIB 397-72,SX 14825-7-1,IBC 302-29,-87.27231531986081,14.94821540842186,2017-09-10,2017-12-11,El izote,Sulaco Yoro,F,NA,B,A,B,A,Better,Better,Better,92,epmfrijolyoro2017,HND_10_2017
872,epmfrijolyoro2017,paquete_epmfrijolyoro2017_179,EAP 9510-77,703-SM 15216-11-4-VB ,IBC 308-24,-87.07730799564206,15.136540540082365,2017-09-15,2017-12-14,Plan grande,Yoro,M,NA,B,C,B,C,Better,Better,Better,90,epmfrijolyoro2017,HND_10_2017
873,epmfrijolyoro2017,paquete_epmfrijolyoro2017_180,EAP 9508-93,IBC 302-29,Rosado,-87.34647303470456,15.205462923652764,2017-09-01,2017-12-15,La puerta,Yoro,M,NA,A,B,A,B,Better,Better,Better,105,epmfrijolyoro2017,HND_10_2017
874,epmfrijolyoro2017,paquete_epmfrijolyoro2017_181,EAP 9510-77,EAP 9508-93,MIB 397-72,-87.33274012454831,15.231965539498512,2017-09-01,2017-12-15,La puerta,Yoro,M,NA,C,A,C,A,Better,Better,Better,105,epmfrijolyoro2017,HND_10_2017
875,epmfrijolyoro2017,paquete_epmfrijolyoro2017_182,MIB 397-72,SJC 730-79,703-SM 15216-11-4-VB ,-87.24759608157956,14.924331356832337,2017-09-14,2017-12-22,El izote,Sulaco,M,NA,C,A,C,A,Better,Better,Better,99,epmfrijolyoro2017,HND_10_2017
876,epmfrijolyoro2017,paquete_epmfrijolyoro2017_183,Rosado,MIB 397-72,SX 14825-7-1,-87.26407557376706,14.937600602278422,2017-09-12,2017-12-22,El izote,Sulaco,F,NA,A,B,A,B,Better,Better,Better,101,epmfrijolyoro2017,HND_10_2017
877,epmfrijolyoro2017,paquete_epmfrijolyoro2017_184,IBC 308-24,SX 14825-7-1,EAP 9508-93,-87.27506190189206,14.913715370674536,2017-09-12,2017-12-22,Las canas,Sulaco Yoro,M,NA,C,B,C,B,Better,Better,Better,101,epmfrijolyoro2017,HND_10_2017
878,epmfrijolyoro2017,paquete_epmfrijolyoro2017_185,SJC 730-79,703-SM 15216-11-4-VB ,Rosado,-87.28055506595456,14.937600602278422,2017-09-12,2017-12-22,San antonio,Sulaco Yoro,M,NA,A,B,A,B,Better,Better,Better,101,epmfrijolyoro2017,HND_10_2017
